Sentence,Words,Template,Keywords,Slope_F1A,Inflection_F1A,Screening_F1A,Screening_F1P,Screening_F1V,Screening_F2A,Screening_F2P,Screening_F2V,Screening_M1A,Screening_M1P,Screening_M1V,Screening_M2A,Screening_M2P,Screening_M2V,Naturalness,Discomfort,Responses
825,Det var udmærket at han tilføjede et kapitel mere,5,"udmærket, tilføjede, kapitel",21.00067359,-0.825026385,1,1,1,0,0,1,1,1,0,1,0,1,5.75,0,8
826,Inden jul skal vi nok have installeret de her lys,6,"jul, installeret, lys",15.53589725,-2.093691959,1,1,1,1,1,1,1,1,1,1,1,1,6.5,0,8
827,De har allerede udbetalt fem millioner til investorerne,7,"udbetalt, millioner, investorerne",229.6958397,0.284853988,1,1,1,1,1,1,1,1,1,1,0,1,6.75,0,8
828,Hun forventer faktisk at nogen citerer hendes digte,8,"forventer, citerer, digte",11.01631808,-1.140620522,1,1,1,1,1,1,1,1,1,1,1,1,5.75,0,8
829,Det var mest de unge som benyttede hjemmesiden,9,"unge, benyttede, hjemmesiden",23.53668349,-4.089870035,1,0,1,1,1,1,1,1,0,1,1,1,7,0,8
830,Han hilste både på værten og på premierministeren,10,"hilste, værten, premierministeren",16.96946972,-0.264635084,1,1,1,1,1,1,1,1,1,1,0,1,6.63,0,8
831,Der var nogle værksteder der lokkede med tilbud,1,"værksteder, lokkede, tilbud",16.10880413,-1.161101916,1,1,1,1,1,1,1,1,1,1,1,1,5.5,0,8
832,Hun var stolt fordi hun også havde ydet et bidrag,2,"stolt, ydet, bidrag",7.803378299,-1.961776362,1,0,1,1,1,1,1,1,1,1,1,1,6.5,0,8
833,En af ingeniørerne har lige justeret maskinerne,3,"ingeniørerne, justeret, maskinerne",14.21928011,0.023279157,1,1,1,1,1,1,1,1,1,1,1,1,6.63,0,8
834,Vi drøftede hvordan vi bedst kunne opfylde vores mål,4,"drøftede, opfylde, mål",11.06025659,0.348465576,1,1,1,1,1,1,1,1,1,1,1,1,6.88,0,8
835,Det er ret vigtigt at vi bevarer alle de lokale museer,5,"vigtigt, bevarer, museer",19.10942074,-1.123176718,1,1,1,1,1,1,1,1,1,1,1,0,6.13,0,8
836,Næste år vil han lede efter en anden arbejdsplads,6,"år, lede, arbejdsplads",29.23469336,1.741573458,1,1,1,1,1,1,1,1,1,1,0,1,6.5,0,8
837,Vi kan selvfølgelig bare tage toget ind til centrum,7,"tage, toget, centrum",51.43047245,0.762282057,1,1,1,1,1,1,1,1,1,1,1,1,7,0,8
838,Jeg vurderede at jeg godt kunne klare oplægget selv,8,"vurderede, klare, oplægget",23.44578819,-1.084880877,1,1,1,1,1,1,1,1,1,1,1,1,6.88,0,8
839,Det er en ung dreng som vil udfordre favoritten,9,"dreng, udfordre, favoritten",8.561983467,-3.301458386,1,1,1,1,1,1,1,1,1,1,1,1,5,0,8
840,Han har oplevet stor opbakning gennem sin karriere,10,"oplevet, opbakning, karriere",13.97550458,0.453372863,1,1,1,1,1,1,1,1,1,1,0,1,6.63,0,8
841,Der er mange telefoner der indeholder et kamera,1,"telefoner, indeholder, kamera",22.37118367,0.821806953,1,1,1,1,1,1,1,1,1,1,1,1,6.5,0,10
842,Han er først parat når han har klædt om efter showet,2,"parat, klædt, showet",11.38397676,1.78408526,1,1,1,1,1,1,1,1,1,1,1,1,6,0,10
843,Justitsministeren skar igennem under valgkampen,3,"justitsministeren, skar, valgkampen",14.06770419,0.928471573,1,1,1,1,1,1,1,0,1,1,1,1,6.4,0,10
844,Hun overvejede hvem der kunne arrangere en udstilling,4,"overvejede, arrangere, udstilling",6.72217467,0.288461088,1,1,1,1,1,1,1,1,1,1,1,0,6.2,0,10
845,Det var nødvendigt at de byggede et sygehus,5,"nødvendigt, byggede, sygehus",14.41696574,-1.587772862,1,1,1,1,1,0,1,1,0,1,1,1,6.3,0,10
846,I august skal hun allerede til at begynde i børnehave,6,"august, begynde, børnehave",12.62335905,-0.240173485,1,1,1,1,1,1,1,1,1,1,1,1,5.1,1,10
847,Vi skulle engang levere nogle planter til en højskole,7,"levere, planter, højskole",47.4327931,0.523177978,1,1,0,1,1,1,1,1,1,1,1,1,6.6,0,10
848,Jeg kan huske at jeg udleverede tre computere,8,"huske, udleverede, computere",10.53152543,1.289210989,1,1,1,1,1,1,1,1,1,1,1,1,6.5,0,10
849,Det var folketinget som modsatte sig flere besparelser,9,"folketinget, modsatte, besparelser",6.146396573,3.493796504,1,1,1,1,1,1,1,1,1,1,1,1,5.8,0,10
850,Generalsekretæren ville hilse på mig og min partner,10,"generalsekretæren, hilse, partner",8.109140008,-2.454529653,1,1,0,1,1,1,1,1,1,1,1,1,5.7,0,10
851,Der var desværre en rytter der væltede i tredje runde,1,"rytter, væltede, runde",12.35810261,-4.190793826,1,1,1,1,1,1,1,1,1,1,1,1,6.5,0,10
852,De var ærlige da de omtalte vores samarbejde,2,"ærlige, omtalte, samarbejde",13.41932428,0.153859995,0,1,1,1,1,1,1,1,1,1,1,1,6.5,0,10
853,Udtalelserne står stadigvæk på jeres hjemmeside,3,"udtalelserne, står, hjemmeside",18.70719592,1.169758093,1,1,1,1,1,1,1,1,0,1,1,1,5.7,0,10
854,Vi vil fokusere på hvordan vi kan bidrage til byggeriet,4,"fokusere, bidrage, byggeriet",9.714216759,0.206499538,1,1,1,1,1,1,1,1,0,1,1,1,6.2,0,10
855,Det er meget underligt at brevet aldrig dukkede op,5,"underligt, brevet, dukkede",9.891239887,-0.469642537,1,1,1,1,1,1,1,1,1,1,1,1,6.7,0,10
856,Inden oktober skal vi have gennemgået beviserne,6,"oktober, gennemgået, beviserne",30.08350052,-2.025585528,1,1,1,1,1,1,1,1,1,1,1,1,6.3,0,10
857,Man kan nok kalde deres beslutning for urimelig,7,"kalde, beslutning, urimelig",23.4192395,0.0740177,1,1,1,1,0,1,1,1,1,1,0,1,5.7,0,10
858,Hun vurderer at hun kan flette endnu flere hjerter,8,"vurderer, flette, hjerter",6.775548716,-2.478511467,1,1,1,1,1,1,1,1,0,1,1,1,6,0,8
859,Det er en af forhandlerne som afsendte ordren,9,"forhandlerne, afsendte, ordren",4.300404773,-10.11357309,1,1,1,1,1,1,1,1,1,1,1,1,6.13,0,8
860,Han ville gerne inddrage staten i overenskomsten,10,"inddrage, staten, overenskomsten",20.23877174,3.034095866,1,1,1,1,1,1,1,1,1,1,0,1,5.4,0,10
861,Der er flere overskrifter der lyder ret morsomme,1,"overskrifter, lyder, morsomme",14.37865272,0.217081437,1,1,1,1,1,1,1,1,1,1,1,1,6.22,0,9
862,Vi er effektive selvom vores udstyr ikke fungerer,2,"effektive, udstyr, fungerer",29.52085408,0.74201391,1,1,1,1,1,1,1,1,1,1,0,1,6,0,9
863,Regnen vil senere brede sig ud over hele landet,3,"regnen, brede, landet",9.778358299,-1.999121806,1,1,1,1,1,1,1,1,1,1,1,1,6.44,0,9
864,Han betragtede hvordan vi pakkede figurerne ind,4,"betragtede, pakkede, figurerne",13.45145633,0.191216267,1,1,1,1,0,1,1,1,1,1,1,1,6.13,0,8
865,Det var spændende at vi skulle besøge ministeriet,5,"spændende, besøge, ministeriet",7.672369038,1.667604666,1,1,1,1,1,0,1,1,0,1,1,1,6.22,1,9
866,I den her uge skal hun forberede sig til mesterskabet,6,"uge, forberede, mesterskabet",6.925100745,2.294890073,1,1,1,1,1,1,1,1,1,1,1,1,6.22,0,9
867,Jeg præsenterede formanden for en af investorerne,7,"præsenterede, formanden, investorerne",9.87652898,1.26580596,1,1,1,1,1,1,1,1,0,1,1,1,6.22,0,9
868,Det betød at vi sagtens kunne tilfredsstille vælgerne,8,"betød, tilfredsstille, vælgerne",7.21572889,2.378462034,1,1,1,1,1,1,1,0,1,1,0,1,6.56,0,9
869,Det var jeres avis som først kommenterede videoen,9,"avis, kommenterede, videoen",20.01177972,-2.883171124,1,1,1,1,1,1,1,1,1,1,1,1,6,0,10
870,Han fremhævede ofte sin styrke og sin sundhed,10,"fremhævede, styrke, sundhed",11.79781538,0.567267685,1,1,1,1,1,1,1,1,0,1,1,1,6.44,0,9
871,Der var en atlet der løb rundt nede på stadion,1,"atlet, løb, stadion",22.83663995,-0.064148341,1,1,1,1,1,0,1,1,1,1,1,1,6.13,0,8
872,Hun var opmærksom mens hun parkerede vognen,2,"opmærksom, parkerede, vognen",7.612191263,-0.453132677,1,1,1,1,1,1,1,1,1,1,1,1,5.44,0,9
873,De hyrede mange i lufthavnen den her sommer,3,"hyrede, lufthavnen, sommer",29.11510687,-1.720497963,1,1,1,1,1,1,1,1,1,1,1,1,5.63,0,8
874,Redaktøren fastlægger hvem der skal med på listen,4,"redaktøren, fastlægger, listen",12.38992429,1.078170153,1,1,1,1,1,1,1,1,0,1,1,1,6.1,0,10
875,Det er herligt at man godt må klappe de her dyr,5,"herligt, klappe, dyr",11.96672365,-1.91750544,1,1,1,1,1,1,1,1,1,1,1,1,6.25,0,8
876,Sidste måned skabte de opmærksomhed om spillet,6,"måned, opmærksomhed, spillet",13.63538064,-0.142170766,1,1,1,1,1,0,1,1,1,1,1,1,5.56,1,9
877,Vi har nemlig allerede renset salaten for jord,7,"renset, salaten, jord",22.54614493,-2.778589423,1,1,1,1,1,1,1,0,1,1,1,1,5.88,0,8
878,Hun har bekræftet at man kan lande i parken,8,"bekræftet, lande, parken",16.80303886,-0.460660998,1,1,1,1,1,1,1,1,1,1,1,1,5.5,0,10
879,Det er myndighederne som opfordrer os til at prøve,9,"myndighederne, opfordrer, prøve",15.21156078,-0.02815508,1,1,1,1,1,1,1,1,1,1,1,1,6,0,9
880,Hun havde kun drukket lidt champagne og en sodavand,10,"drukket, champagne, sodavand",11.42403125,-0.422508756,1,0,1,1,1,1,1,1,1,1,1,1,6.78,0,9
881,Der er en julemand der bærer på en stor sæk,1,"julemand, bærer, sæk",30.69626669,-1.546644426,1,1,1,1,1,1,1,1,1,1,1,1,6,0,8
882,Hun er forsigtig når hun smager på chili eller peber,2,"forsigtig, smager, peber",8.689246573,0.371725308,1,1,1,1,1,0,1,1,1,1,0,1,6.78,0,9
883,Deltagerne skal næsten kun løbe langs med kysten,3,"deltagerne, løbe, kysten",26.49660434,-0.878753062,1,1,1,1,1,1,1,1,0,1,1,1,6,0,9
884,Han kan selv afgøre hvem der fortjener en medalje,4,"afgøre, fortjener, medalje",10.26549145,2.53089173,1,1,1,1,1,1,1,1,1,1,1,1,6.38,0,8
885,Det var perfekt at de belønnede hele gruppen,5,"perfekt, belønnede, gruppen",9.946709557,0.259969821,1,1,1,1,1,1,1,1,0,1,0,1,6.13,0,8
886,I eftermiddag skal jeg desværre lave mit regnskab,6,"eftermiddag, lave, regnskab",15.97697849,1.343495563,1,1,1,1,1,0,1,1,1,1,1,1,5.6,0,10
887,Nogle pirater har måske engang begravet en skat her,7,"pirater, begravet, skat",35.9027349,-0.92506265,1,1,1,1,1,1,1,1,1,1,0,1,6.5,0,8
888,De svarede at vi gerne må forberede os på turen,8,"svarede, forberede, turen",6.85146481,0.484034749,1,1,1,1,1,1,1,1,0,1,1,1,6.5,0,8
889,Det var landstræneren som slukkede for håbet,9,"landstræneren, slukkede, håbet",10.35599807,-0.365023767,1,1,1,1,1,0,1,1,1,1,1,1,5,0,9
890,Hun har både mødt min søn og mine mange fans,10,"mødt, søn, fans",13.0463898,-2.480507147,1,1,1,1,1,1,1,1,1,0,1,1,5.11,0,9
891,Der var mange brugere der godt kunne lide vores produkt,1,"brugere, lide, produkt",9.522183622,-3.220872007,1,1,1,1,1,1,1,1,1,1,1,0,6.4,0,10
892,De var stadig sultne selvom de lige havde besøgt en cafe,2,"sultne, besøgt, cafe",22.1802064,0.300435063,1,1,1,0,0,1,1,1,0,1,1,1,6,0,8
893,Sandheden vil forhåbentlig brede sig ud til hele verden,3,"sandheden, brede, verden",26.95948894,-0.491934069,1,1,1,1,1,1,1,1,1,1,1,1,5.44,0,9
894,Hun kan påvirke hvordan de dømmer i landsretten,4,"påvirke, dømmer, landsretten",248.1217445,0.131381665,1,1,0,1,1,0,1,1,1,1,1,1,6.1,1,10
895,Det er sandsynligt at de vil optage en dokumentarfilm,5,"sandsynligt, optage, dokumentarfilm",8.166851288,1.329786593,1,1,1,1,1,1,1,1,1,1,1,1,6.25,0,8
896,I september skal vi igen rive blade sammen,6,"september, rive, blade",11.20741473,-0.143603733,1,1,1,1,1,1,1,1,1,1,1,1,6.3,0,10
897,Modstanderen straffede mig for mit dårlige træk,7,"modstanderen, straffede, træk",11.47735299,0.840587563,1,1,1,1,1,1,1,1,1,1,1,1,6.2,0,10
898,Han har foreslået at vi prioriterer service mere,8,"foreslået, prioriterer, service",12.79591818,-1.426823204,1,1,1,1,1,1,1,1,1,1,1,1,5.6,0,10
899,Det er et synspunkt som virkelig støder aktionærerne,9,"synspunkt, støder, aktionærerne",29.71218972,1.033117385,1,1,1,1,1,0,1,1,1,1,0,1,6.33,1,9
900,Loven omfatter både medarbejderne og forbrugerne,10,"loven, omfatter, forbrugerne",41.64523632,-1.762305637,1,1,1,1,1,1,1,1,0,1,0,1,6.63,0,8
901,Det er en tysker der skal instruere de næste tre afsnit,1,"tysker, instruere, afsnit",25.6358808,2.183827706,1,1,1,1,1,1,1,1,1,1,1,1,6.78,0,9
902,Han er heldig hvis de opfylder alle hans krav,2,"heldig, opfylder, krav",26.49863049,2.968425378,1,1,1,1,1,1,1,1,1,1,1,1,6.89,0,9
903,Min veninde sov desværre under hele filmen,3,"veninde, sov, filmen",10.93310792,-1.583643737,1,1,1,1,1,0,1,1,1,1,1,1,7,0,9
904,Det fremgår normalt hvem der har godkendt ansøgningen,4,"fremgår, godkendt, ansøgningen",15.84961606,0.369255885,1,1,1,1,1,0,1,1,0,1,1,1,6.1,0,10
905,Det var helt tilfældigt at hun trykkede på knappen,5,"tilfældigt, trykkede, knappen",13.28174297,1.851477911,1,1,1,1,1,1,1,1,0,1,1,1,6.63,0,8
906,På lørdag skal vi allerede organisere en jagt mere,6,"lørdag, organisere, jagt",13.76383412,-0.950043888,1,1,1,1,1,1,1,1,1,1,1,1,5.22,0,9
907,Jeg har faktisk bygget en villa til hver af mine søstre,7,"bygget, villa, søstre",21.23052117,-1.07341924,1,1,1,1,1,1,1,1,1,1,1,1,6.4,1,10
908,De insisterede på at vi skulle udbetale vores gæld,8,"insisterede, udbetale, gæld",10.91560046,1.802590854,1,1,1,1,1,1,1,1,1,1,0,1,4.56,0,9
909,Det var kanalen som forbandt os med omverdenen,9,"kanalen, forbandt, omverdenen",30.90191298,-0.723003414,1,1,1,1,1,1,1,1,0,1,1,1,6.25,0,8
910,Jeg skulle bare lige ud at hente lidt is og nogle æg,10,"hente, is, æg",22.57764777,-2.365825567,1,1,1,1,1,1,1,1,1,1,0,1,6.78,0,9
911,Der var en udenrigsminister der nedsatte syv udvalg,1,"udenrigsminister, nedsatte, udvalg",14.06222677,-2.032234043,1,1,1,1,1,1,1,1,1,1,1,1,5.4,0,10
912,Hun var lidt trist fordi efterårsferien snart sluttede,2,"trist, efterårsferien, sluttede",10.36704619,1.878950659,1,1,1,1,1,1,1,1,1,1,1,1,6.8,0,10
913,Dronningen vil sikkert glæde sig over jeres engagement,3,"dronningen, glæde, engagement",18.06452518,2.450938389,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9
914,Vi kan beregne hvordan man kan producere flere flasker,4,"beregne, producere, flasker",30.47773053,-1.759146958,1,1,1,1,1,1,1,1,0,1,0,1,6.89,0,9
915,Det er fremragende at vi kunne samle så meget guld,5,"fremragende, samle, guld",7.862603325,-1.546634489,1,1,1,1,1,1,1,1,1,1,1,1,5.7,1,10
916,På torsdag kan vi forhåbentlig bruge vores køkken igen,6,"torsdag, bruge, køkken",27.16756212,-0.895769352,1,1,1,1,1,1,1,1,0,1,1,1,7,0,9
917,Instruktøren har hjulpet hende med hendes karriere,7,"instruktøren, hjulpet, karriere",20.78803783,2.667233891,1,1,1,1,1,1,1,1,1,1,1,1,7,0,9
918,Han påpegede at vi kunne kombinere vores haver,8,"påpegede, kombinere, haver",6.301738739,-2.965497219,1,1,1,1,1,1,1,1,1,1,1,1,4.9,0,10
919,Det er vores lærer som ligner en berømt skuespiller,9,"lærer, ligner, skuespiller",9.160272242,0.485672675,1,1,1,1,1,1,1,1,1,1,1,1,6.67,0,9
920,Nogle digtere har etableret et netværk eller en klub,10,"digtere, netværk, klub",12.68292669,-0.699019557,1,1,1,1,0,1,1,1,1,1,0,0,6.78,0,9
921,Der er en kø der begynder helt nede ved stationen,1,"kø, begynder, stationen",30.50144102,1.891970706,1,1,1,1,1,1,1,1,1,1,1,1,6,0,8
922,De er meget glade fordi de skal til at holde en fest,2,"glade, holde, fest",20.30954521,0.432582637,1,1,1,1,1,1,1,0,1,1,1,1,4.5,1,8
923,Min mor har altid passet rigtig godt på sin formue,3,"mor, passet, formue",16.66280136,0.433212498,1,1,1,1,1,0,1,1,1,1,1,1,6.75,0,8
924,De ville skjule hvor de opbevarede julegaverne,4,"skjule, opbevarede, julegaverne",13.86095139,-1.18586544,1,1,1,1,1,1,1,1,1,1,1,1,6,0,8
925,Det var praktisk at man selv kunne rette i teksten,5,"praktisk, rette, teksten",9.751168227,1.808981321,1,1,1,1,1,0,1,0,1,1,1,1,6.63,0,8
926,I november åbner vi endelig for publikum igen,6,"november, åbner, publikum",8.826452672,-1.316249691,1,1,1,1,1,0,1,1,1,1,1,0,6.75,0,8
927,Direktøren har lige bedt mig om regnskaberne,7,"direktøren, bedt, regnskaberne",9.579047619,0.765442015,1,1,1,1,1,1,1,1,0,1,1,1,6.63,0,8
928,Hun sørgede for at vi kunne forhandle med ejerne,8,"sørgede, forhandle, ejerne",5.792330107,-0.625659466,1,1,1,1,1,1,1,1,1,1,1,1,6,0,8
929,Det var en politimand som fodrede hundene,9,"politimand, fodrede, hundene",6.174688741,-4.099829016,1,1,1,1,1,0,1,1,1,1,1,1,6.25,0,8
930,Både fodbold og politik fascinerer min bedstefar,10,"fodbold, politik, bedstefar",15.20822152,-0.430898622,1,1,1,1,1,1,1,1,0,1,1,1,6.63,0,8
931,Der var en skolelærer der brokkede sig over ordbogen,1,"skolelærer, brokkede, ordbogen",8.984955019,1.49288613,1,1,1,1,1,1,1,1,1,1,1,1,5.88,0,8
932,Han var ret kontant når han pressede skuespillerne,2,"kontant, pressede, skuespillerne",25.14539654,0.345608984,0,1,1,1,1,1,1,1,1,1,1,1,5.63,0,8
933,De fleste mennesker befandt sig heldigvis ved udgangen,3,"mennesker, befandt, udgangen",13.72521091,0.790209996,1,1,1,1,1,0,1,1,0,1,1,1,6.5,1,8
934,Vi har opdaget hvordan vi kan bremse lovforslaget,4,"opdaget, bremse, lovforslaget",7.870490569,-0.033246325,1,1,0,1,1,1,1,1,1,1,0,1,6.38,0,8
935,Det er nok bedst at I henvender jer igen i august,5,"bedst, henvender, august",12.30606386,1.178270436,1,1,1,1,1,1,1,1,1,1,0,0,6.5,0,8
936,Inden sommerferien skal jeg have trykt et program,6,"sommerferien, trykt, program",11.10593601,-1.627663515,1,1,1,1,1,1,1,1,1,1,1,1,6.38,0,8
937,Jeg burde faktisk servere mere fisk for personalet,7,"servere, fisk, personalet",28.41315069,4.235232223,1,1,1,1,1,1,1,1,1,1,1,1,7,0,8
938,Vi bør sikre os at de kan erstatte alle vognene,8,"sikre, erstatte, vognene",3.059697146,0.465928724,1,0,1,1,1,1,1,1,0,1,1,1,6,0,8
939,Det er en komponist som virkelig kender sin værdi,9,"komponist, kender, værdi",15.80905109,-4.20282739,1,1,1,1,1,1,1,1,0,1,1,1,5.63,0,8
940,Jeg tilbragte desværre det meste af januar i et studie,10,"tilbragte, januar, studie",11.03117381,3.130224454,1,1,1,1,1,1,1,1,1,1,1,0,6.88,0,8
941,Der er mange aktionærer der fordobler deres gevinster,1,"aktionærer, fordobler, gevinster",6.54338998,-1.280286637,1,1,1,1,1,1,1,1,0,1,1,1,6.25,0,8
942,De er nok trætte når de ankommer til konferencen,2,"trætte, ankommer, konferencen",18.92466538,1.092105682,0,1,1,1,1,1,1,1,1,1,1,1,6.4,0,10
943,Nogle af tyskerne er faktisk allerede hoppet i søen,3,"tyskerne, hoppet, søen",22.22965421,0.316459283,1,1,1,1,1,0,1,1,1,1,1,1,5.7,0,10
944,Vi ved godt hvem der kunne vejlede mandskabet,4,"ved, vejlede, mandskabet",8.824457631,-0.335384278,1,1,1,1,1,1,1,1,0,1,0,1,6.13,0,8
945,Det var fint at I straks kontaktede en advokat,5,"fint, kontaktede, advokat",7.468480935,1.45238798,1,1,1,1,0,1,1,1,1,1,0,1,6.2,1,10
946,På lørdag kan vi lige svinge forbi med et program,6,"lørdag, svinge, program",5.572641958,-1.901758826,1,1,1,1,1,0,1,1,1,1,0,1,5.7,1,10
947,I skulle egentlig bare bringe kødet ud til vores skole,7,"bringe, kødet, skole",12.64769361,-0.939773806,1,1,1,1,1,1,1,1,0,1,1,1,5.8,1,10
948,De har godkendt at jeg skal administrere selskabet,8,"godkendt, administrere, selskabet",21.38802113,0.227655527,1,1,1,1,1,1,1,1,0,1,1,1,6,0,10
949,Det var hans advarsler som reddede vores skib,9,"advarsler, reddede, skib",12.14326483,-0.669427235,0,1,1,1,1,1,1,1,0,1,1,1,6.5,0,10
950,Vi kan selv råde over både lastbilen og maskinerne,10,"råde, lastbilen, maskinerne",8.991843399,-2.749825404,1,1,1,1,1,1,1,1,1,1,1,1,5.7,0,10
951,Der var en rytter der satsede alt på første etape,1,"rytter, satsede, etape",13.4244869,-0.117790745,1,1,1,1,1,1,1,1,1,1,1,1,5.4,1,10
952,Jeg var rolig fordi vi var vendt tilbage til centeret,2,"rolig, vendt, centeret",14.00186987,0.295670013,1,1,1,1,1,1,1,0,1,1,1,1,5.5,1,10
953,Vi mødte engang nogle rigtige munke i operaen,3,"mødte, munke, operaen",11.90867162,-1.411527223,1,1,1,1,1,1,1,1,1,1,1,1,5.8,1,10
954,Vi skal vedtage hvad vi skal servere for forskerne,4,"vedtage, servere, forskerne",14.98908041,1.450401597,1,1,1,1,1,1,1,1,1,1,1,1,5.8,0,10
955,Det er imponerende at I engagerer jer så meget i politik,5,"imponerende, engagerer, politik",12.78638376,0.829535545,1,1,1,1,1,1,1,1,0,1,1,1,6.7,0,10
956,Til december skal de helst have optaget alle afsnittene,6,"december, optaget, afsnittene",9.37084478,3.259909725,1,0,1,1,1,0,1,1,1,1,1,1,6.5,0,10
957,Han ville egentlig bare bestille en bolle til turen,7,"bestille, bolle, turen",15.7701576,-1.374950861,1,1,1,1,1,1,1,1,1,1,0,1,6.38,0,8
958,Det afspejler muligvis at oksekød er under pres,8,"afspejler, oksekød, pres",5.775527166,-0.576057211,1,1,1,1,1,1,1,1,1,1,0,1,2.88,0,8
959,Det er min fætter som lige har bestået studentereksamen,9,"fætter, bestået, studentereksamen",20.4758452,2.76948849,1,1,1,1,1,1,1,1,1,1,1,0,6.4,0,10
960,De skulle alligevel hælde olien over i en skål,10,"hælde, olien, skål",14.70753798,-2.100743685,1,1,1,1,1,1,1,1,1,1,1,1,5.63,0,8
961,Der er en restaurant der gerne vil ansætte min datter,1,"restaurant, ansætte, datter",13.57248368,1.57309112,1,1,1,1,1,1,1,1,1,1,1,1,6.44,0,9
962,Hun er ret effektiv når hun rydder op i sit hjem,2,"effektiv, rydder, hjem",10.70735649,0.363135756,1,1,1,1,1,1,1,1,1,1,1,1,6.44,0,9
963,Næsten alle vores medlemmer deltog i overenskomsten,3,"medlemmer, deltog, overenskomsten",45.10282759,0.539736654,1,1,1,1,1,1,1,1,1,1,1,1,4.89,0,9
964,Jeg kan huske hvorfor vi strammede op på systemet,4,"huske, strammede, systemet",15.42290415,2.584193949,1,1,1,1,1,1,1,1,1,1,1,1,5.11,0,9
965,Det var væsentligt at de anerkendte min beslutning,5,"væsentligt, anerkendte, beslutning",8.141214933,-1.476862588,1,1,1,1,1,1,1,1,0,1,0,1,6.11,0,9
966,På søndag vil hun formentlig bestille nogle flere sko,6,"søndag, bestille, sko",13.6731345,-0.157699579,1,1,1,1,1,1,1,1,1,1,1,1,6,0,9
967,Vi har lige fjernet nogle punkter fra dagsordenen,7,"fjernet, punkter, dagsordenen",10.75182173,-0.177505926,1,1,1,1,1,1,1,1,1,1,1,1,6.78,0,9
968,De har indset at de skal producere flere vacciner,8,"indset, producere, vacciner",25.97443308,1.160470498,1,1,1,1,1,1,1,0,0,1,1,1,6.56,0,9
969,Det var desværre en ulykke som kostede os sejren,9,"ulykke, kostede, sejren",22.15627582,-1.847776351,1,1,1,1,1,1,1,1,1,1,1,1,5.67,0,9
970,Jeg vil da gerne køre ned til grillen efter burgere,10,"køre, grillen, burgere",24.72960393,-0.599601715,1,1,1,1,1,1,1,1,1,1,1,1,6.44,0,9
971,Der var en dame der ventede på os foran instituttet,1,"dame, ventede, instituttet",10.2794265,2.450811023,1,1,1,1,1,1,1,1,1,1,1,1,6.78,0,9
972,Vi var kede af det fordi vi måtte aflyse vores besøg,2,"kede, aflyse, besøg",15.41865525,0.290881906,1,1,1,1,1,1,1,1,0,1,1,1,6.22,0,9
973,De her investeringer kan virkelig fremme velfærden,3,"investeringer, fremme, velfærden",29.18650651,-2.008322381,1,1,1,1,1,1,1,1,1,1,1,1,6,0,9
974,Han kritiserer altid hvordan jeg skyder til bolden,4,"kritiserer, skyder, bolden",11.61516315,1.159085575,1,1,1,1,1,0,1,1,1,1,1,1,5.89,0,9
975,Det er flot at de slipper en fugl løs på scenen,5,"flot, slipper, scenen",15.14173262,0.424500723,1,1,1,1,1,0,1,1,1,1,1,1,5.63,0,8
976,I torsdags tændte du et håb hos vores patienter,6,"torsdags, håb, patienter",5.185372689,-2.134333225,1,1,1,1,1,1,1,1,1,1,1,1,5.67,0,9
977,Hun burde sige et eller andet konkret om ændringerne,7,"sige, konkret, ændringerne",10.34691387,-1.061858093,1,1,1,0,1,1,1,1,1,1,1,1,6.44,0,9
978,Han fremhævede at temperaturen afhænger af klimaet,8,"fremhævede, temperaturen, klimaet",12.55887614,1.020626673,1,1,1,1,1,0,1,1,0,1,0,1,5.56,0,9
979,Det er internettet som knytter verden sammen,9,"internettet, knytter, verden",12.99325767,-1.650243045,1,1,1,1,1,1,1,1,0,1,1,1,6.44,0,9
980,De vil kombinere deres interesser med deres uddannelse,10,"kombinere, interesser, uddannelse",18.22952528,2.598524559,1,0,1,1,1,1,1,1,1,1,1,1,6.44,0,9
981,Der er mange unge der gennemfører deres studie,1,"unge, gennemfører, studie",26.80654136,1.023696722,1,1,1,1,1,1,1,0,1,1,1,1,7,0,8
982,Han er ansvarlig indtil vi overtager supermarkedet,2,"ansvarlig, overtager, supermarkedet",17.01261936,2.412825249,1,1,1,1,1,1,1,1,1,1,1,1,6.13,0,8
983,Menneskerettighederne burde nok indgå i debatten,3,"menneskerettighederne, indgå, debatten",8.939170331,-1.857940363,1,1,1,1,1,1,1,1,1,1,1,1,6.67,0,9
984,Hun skal vise os hvordan man kan træne sin ryg,4,"vise, træne, ryg",9.470786992,2.366058171,1,1,1,1,1,1,1,1,1,1,1,1,6.89,0,9
985,Det var uventet at de interesserede sig for blomster,5,"uventet, interesserede, blomster",13.73322425,1.788765532,1,1,1,1,1,0,1,1,1,1,1,1,6.11,0,9
986,I juni slog de rent faktisk alle de andre i ligaen,6,"juni, slog, ligaen",20.71912375,-0.640852989,1,1,1,1,1,1,1,1,1,1,1,1,6.3,0,10
987,Han havde skrevet en anmeldelse af restauranten,7,"skrevet, anmeldelse, restauranten",13.88534498,2.469275328,1,1,1,1,1,1,1,1,0,1,1,1,6.88,0,8
988,Hun kræver kun at vi beskytter hendes barnebarn,8,"kræver, beskytter, barnebarn",10.26992373,-1.64396827,1,1,1,1,1,0,1,1,1,1,1,1,5.6,2,10
